ko,sequence_count,full_f1,full_note,frag_f1,frag_note
K00814,1131,0.972727,,0.911839,
K00815,767,0.966887,,0.946502,
K00816,628,0.97166,,0.911504,
K00817,8189,0.963811,,0.930764,
K00818,285,0.973451,,0.964706,
K00819,1847,0.973793,,0.948882,
K00820,5451,0.968648,,0.916392,
K00821,4192,0.949909,,0.896552,
K00822,716,0.992958,,0.969697,
K00823,1192,0.863415,,0.789318,
K00824,1315,0.968254,,0.895604,
K00825,444,0.982249,,0.948905,
K00826,7109,0.944241,,0.880374,
K00827,642,0.952,,0.939535,
K00830,1679,0.879756,,0.764706,
K00831,3773,0.984491,,0.916328,
K00832,824,0.918567,,0.884298,
K00833,2668,0.979167,,0.948827,
K00835,293,0.982143,,0.97619,
K00836,1310,0.976923,,0.932692,
K00837,104,1.0,,1.0,no negative
K00838,197,0.891892,,0.820513,
K00839,317,0.983607,,0.888889,
K00840,201,0.88,,0.787879,
K00841,618,0.966667,,0.879121,
K00843,4,,no sample,0.0,no positive
K00844,1940,0.936774,,0.89211,
K00845,1902,0.916914,,0.890538,
K00846,472,0.914634,,0.888889,
K00847,5207,0.931382,,0.828066,
K00848,1090,0.993072,,0.921739,
K00848+K01813,1,1.0,,,
K00849,3103,0.973813,,0.908896,
K00850,3081,0.966088,,0.933718,
K00851,2554,0.956607,,0.906414,
K00851+K01057,5,0.0,,,
K00852,4978,0.922023,,0.888046,
K00853,789,0.954839,,0.938462,
K00854,4199,0.904327,,0.8144,
K00855,664,0.988327,,0.92823,
K00856,1552,0.930556,,0.849015,
K00857,3304,0.946136,,0.879699,
K00858,6017,0.967878,,0.924599,
K00859,5704,0.954606,,0.899147,
K00860,2227,0.957422,,0.883375,
K00861,577,0.912442,,0.903955,
K00862,221,0.95122,,0.888889,
K00863,486,0.698113,,0.653846,
K00864,4891,0.967674,,0.935791,
K00865,3188,0.980174,,0.935662,
K00866,191,0.819672,,0.833333,
K00867,1145,0.986726,,0.939759,
K00868,2497,0.958932,,0.913325,
K00869,1692,0.949464,,0.880503,
K00871,278,0.968421,,0.965517,
K00872,2864,0.973991,,0.932347,
K00873,5865,0.976704,,0.943569,
K00874,3492,0.941432,,0.867996,
K00875,812,0.966361,,0.922481,
K00876,3625,0.861152,,0.821555,
K00877,147,0.941176,,0.833333,
K00878,1924,0.981432,,0.937313,
K00879,108,0.833333,,0.947368,
K00880,337,0.9375,,0.853333,
K00881,80,0.962963,,0.842105,
K00882,1979,0.890274,,0.815476,
K00883,1072,0.971963,,0.920354,
K00884,699,0.921162,,0.775956,
K00885,166,0.945455,,0.952381,
K00886,1168,0.972043,,0.94431,
K00887,726,0.610442,,0.72381,
K00888,529,0.945813,,0.887324,
K00889,1821,0.944361,,0.852399,
K00891,5144,0.949926,,0.914692,
K00892,119,1.0,no negative,1.0,no negative
K00893,195,0.956522,,0.916667,
K00894,800,0.860927,,0.863248,
K00895,501,0.964103,,0.947368,
K00897,212,0.835821,,0.692308,
K00898,734,0.888136,,0.828829,
K00899,732,0.942966,,0.926829,
K00900,145,0.947368,,0.702703,
K00901,4727,0.913832,,0.869258,
K00902,446,0.937143,,0.690909,
K00903,1741,0.923077,,0.851282,
K00904,203,0.948718,,0.912281,
K00905,145,0.962963,,0.833333,
K00906,511,1.0,,0.922156,
K00907,1241,0.876984,,0.777778,
K00908,327,0.955752,,0.804348,
K00909,336,0.984375,,0.918367,
K00910,173,0.982456,,0.962963,
K00911,906,0.913978,,0.844961,
K00912,2919,0.980702,,0.937238,
K00913,772,0.972789,,0.897959,
K00914,441,0.950617,,0.918033,
K00915,718,0.869565,,0.796992,
K00916,136,0.96,,0.967742,
K00917,362,0.890625,,0.824742,
K00918,128,0.978723,,0.7,
K00919,4529,0.979843,,0.954839,
K00920,274,0.954128,,0.829268,
K00921,1047,0.958435,,0.902597,
K00922,442,0.981818,,0.864407,
K00923,553,0.985366,,0.915033,
K00924,784,0.868687,,0.681223,
K00925,4069,0.980947,,0.940256,
K00926,1371,0.998172,,0.961864,
K00927,4509,0.991041,,0.951084,
K00927+K01803,38,0.933333,,,
K00928,5071,0.977183,,0.913473,
K00929,689,0.992647,,0.930876,
K00930,3276,0.990783,,0.940767,
K00930+K01438,41,1.0,no negative,,
K00931,3698,0.99455,,0.942492,
K00932,52,0.941176,,0.9,
K00933,333,0.896,,0.769231,
K00934,292,0.924528,,0.860465,
K00936,1182,0.566728,,0.625767,
K00937,3232,0.99532,,0.936986,
K00938,695,0.969231,,0.825397,
K00939,7344,0.909026,,0.864313,
K00940,4737,0.9676,,0.906617,
K00941,4018,0.964901,,0.907394,
K00942,5403,0.970547,,0.925234,
K00943,6103,0.935204,,0.851129,
K00944,434,0.946667,,0.8,
K00945,4529,0.974011,,0.913971,
K00946,3901,0.971024,,0.915307,
K00947,116,0.977778,,0.96,
K00948,4664,0.946646,,0.928916,
K00949,2426,0.919786,,0.864785,
K00950,4940,0.952634,,0.866104,
K00950+K01495,14,1.0,no negative,,
K00951,1128,0.906977,,0.875,
K00952,303,0.969072,,0.815789,
K00953,596,0.877193,,0.807947,
K00954,4049,0.990099,,0.932181,
K00955,899,0.997067,,0.942085,
K00956,1571,0.977346,,0.920455,
K00957,1630,0.995261,,0.939341,
K00958,1155,0.937644,,0.862275,
K00960,29,0.727273,,0.4,
K00962,3295,0.993156,,0.94651,
K00963,4364,0.974661,,0.896142,
K00965,2754,0.928166,,0.882283,
K00966,1726,0.908507,,0.801843,
K00967,559,0.981308,,0.929412,
K00968,800,0.932432,,0.942623,
K00969,4747,0.981896,,0.916821,
K00970,3278,0.909091,,0.858607,
K00971,2306,0.90799,,0.826667,
K00972,852,0.957929,,0.893617,
K00973,5177,0.969515,,0.921157,
K00974,3719,0.850073,,0.780836,
K00975,3374,0.987379,,0.943715,
K00976,269,0.990476,,0.914894,
K00977,180,0.986301,,0.862745,
K00978,1241,1.0,,0.899756,
K00979,2788,0.975698,,0.886128,
K00979+K03270,22,0.666667,,,
K00980,854,0.9,,0.873786,
K00981,6062,0.971429,,0.908815,
K00982,2537,0.963902,,0.918857,
K00983,66,0.923077,,0.5,
K00984,84,0.580645,,0.727273,
K00985,10,0.666667,,1.0,
K00986,3203,0.719168,,0.640523,
K00987,169,0.933333,,0.734694,
K00988,375,0.858974,,0.873786,
K00989,2347,0.993506,,0.961583,
K00990,2156,0.974057,,0.94051,
K00991,3582,0.943723,,0.894309,
K00992,1724,0.941878,,0.891697,
K00993,809,0.913669,,0.813725,
K00994,145,0.909091,,0.666667,
K00995,4563,0.878974,,0.803127,
K00996,10,0.666667,,0.4,
K00997,3732,0.953933,,0.851485,
K00998,315,1.0,no negative,1.0,
K00999,558,0.958525,,0.865169,
K01000,3466,0.992,,0.939444,
K01001,688,0.941634,,0.905263,
K01002,277,0.84,,0.571429,
K01003,88,1.0,no negative,1.0,no negative
K01004,406,0.993789,,0.933333,
K01005,3612,0.71201,,0.672326,
K01006,2023,0.97201,,0.958209,
K01007,2224,0.901449,,0.9,
K01008,1957,0.948686,,0.890995,
K01009,102,0.827586,,0.588235,
K01011,5979,0.951282,,0.894813,
K01012,3273,0.971743,,0.918118,
K01013,401,0.580952,,0.601626,
K01014,576,0.48366,,0.303797,
K01015,500,0.784091,,0.753623,
K01016,254,0.352941,,0.4,
K01017,694,0.520755,,0.536313,
K01019,853,0.672131,,0.642336,
K01020,303,0.75,,0.918033,
K01021,372,0.928571,,0.866667,
K01022,427,0.654867,,0.541353,
K01023,340,0.655462,,0.655738,
K01024,219,0.964286,,0.869565,
K01025,2059,0.64603,,0.623596,
K01026,692,0.971631,,0.909091,
K01027,608,0.965812,,0.928177,
K01028,1525,0.998336,,0.95082,
K01029,1455,0.978799,,0.934744,
K01031,531,0.990099,,0.950276,
K01032,539,0.985507,,0.940541,
K01034,478,0.984127,,0.925926,
K01035,448,0.886364,,0.859155,
K01039,535,0.847926,,0.714286,
K01040,596,0.788321,,0.77095,
K01041,803,0.82623,,0.75,
K01042,1591,0.923577,,0.918239,
K01043,14,0.0,,0.0,no positive
K01044,466,0.685714,,0.805556,
K01045,561,0.891892,,0.724638,
K01046,1305,0.602299,,0.414966,
K01047,3593,0.810091,,0.719028,
K01048,1187,0.693512,,0.621795,
K01049,1043,0.391167,,0.447059,
K01050,1082,0.452012,,0.442396,
K01051,4870,0.753894,,0.711518,
K01051+K01728,79,0.8,,,
K01052,2585,0.68038,,0.644295,
K01053,2873,0.752613,,0.596013,
K01054,1393,0.640301,,0.545055,
K01055,2267,0.567708,,0.561175,
K01056,5011,0.988366,,0.948857,
K01057,3556,0.962116,,0.919743,
K01058,905,0.84507,,0.753623,
K01059,202,0.933333,,0.909091,
K01060,1003,0.904884,,0.84106,
K01061,4828,0.832833,,0.760143,
K01062,626,0.92623,,0.815217,
K01063,317,0.422018,,0.367816,
K01064,229,0.902439,,0.865672,
K01065,182,0.972222,,0.920635,
K01066,33,0.909091,,0.444444,
K01067,203,0.820513,,0.652174,
K01068,988,0.794366,,0.747967,
K01069,8459,0.78658,,0.661683,
K01070,2008,0.987113,,0.938028,
K01071,244,0.896552,,0.891892,
K01073,9,0.0,,0.0,
K01074,1266,0.956522,,0.872063,
K01075,609,0.739583,,0.678899,
K01076,1040,0.907563,,0.803987,
K01077,4086,0.945342,,0.892263,
K01078,317,0.555556,,0.338028,
K01079,3327,0.961844,,0.905588,
K01080,1433,0.93186,,0.872117,
K01081,3900,0.772926,,0.584551,
K01082,3350,0.948183,,0.898445,
K01083,729,0.816176,,0.600791,
K01084,608,0.969163,,0.877778,
K01085,165,0.90625,,0.769231,
K01086,92,0.823529,,0.785714,
K01087,2524,0.967742,,0.881313,
K01089,691,0.980545,,0.950495,
K01090,362,0.741573,,0.40678,
K01091,7723,0.804202,,0.760062,
K01092,7394,0.923287,,0.874188,
K01093,228,0.915663,,0.90625,
K01094,283,0.962264,,0.96,
K01095,1701,0.976261,,0.900175,
K01096,322,0.918919,,0.868687,
K01097,294,0.964286,,0.929293,
K01098,87,0.702703,,0.545455,
K01099,626,0.932773,,0.902174,
K01100,122,0.956522,,0.875,
K01101,160,0.952381,,0.93617,
K01102,1292,0.807971,,0.714597,
K01103,265,0.780952,,0.745763,
K01104,3880,0.857332,,0.780277,
K01106,368,0.947368,,0.917431,
K01107,363,0.977778,,0.923077,
K01108,77,0.869565,,0.888889,
K01109,309,0.774194,,0.758621,
K01110,667,0.924242,,0.875,
K01111,29,0.888889,,1.0,no negative
K01112,475,0.955556,,0.920863,
K01113,3184,0.850644,,0.798883,
K01114,2279,0.868014,,0.823366,
K01115,2293,0.883475,,0.855615,
K01116,283,0.961538,,0.942529,
K01117,19,0.444444,,0.333333,
K01118,3443,0.949376,,0.891073,
K01119,1489,0.884211,,0.825112,
K01120,192,0.426667,,0.315789,
K01121,246,0.926829,,0.9,
K01122,166,1.0,,0.920635,
K01123,19,0.75,,0.545455,
K01124,179,0.787879,,0.727273,
K01125,311,0.949153,,0.954545,
K01126,9379,0.894193,,0.804522,
K01127,173,0.969697,,0.933333,
K01128,773,0.92029,,0.868421,
K01129,3689,0.979592,,0.912467,
K01130,1753,0.66365,,0.530612,
K01130+K15580,1,0.0,,,
K01131,292,0.898876,,0.83871,
K01132,233,0.972973,,0.945455,
K01133,732,0.530351,,0.525714,
K01134,796,0.427907,,0.442907,
K01135,1475,0.744966,,0.782772,
K01136,846,0.784884,,0.742857,
K01137,508,0.733668,,0.769231,
K01138,54,0.588235,,0.571429,
K01139,3441,0.969651,,0.900092,
K01141,863,0.985251,,0.932836,
K01142,6407,0.950598,,0.898866,
K01143,6,0.0,,0.5,
K01146,265,0.9,,0.909091,
K01147,1019,0.849741,,0.77551,
K01148,877,0.913183,,0.848214,
K01149,164,0.90625,,0.836364,
K01150,549,0.854369,,0.837838,
K01151,2295,0.960784,,0.901554,
K01152,3,0.0,no negative,0.0,no positive
K01153,5100,0.966734,,0.907341,
K01154,7317,0.891698,,0.808491,
K01155,343,0.57971,,0.388889,
K01156,1462,0.884615,,0.768392,
K01157,3,,no sample,0.0,no positive
K01158,853,0.924528,,0.79661,
K01159,3330,0.958616,,0.886861,
K01160,419,0.595506,,0.639344,
K01161,49,1.0,,0.666667,
K01163,489,0.82716,,0.604167,
K01164,728,0.938182,,0.864078,
K01165,172,1.0,,0.901961,
K01166,2829,0.869399,,0.76962,
K01167,777,0.750769,,0.635983,
K01168,241,0.492308,,0.371429,
K01169,92,0.882353,,0.869565,
K01170,376,0.825397,,0.733333,
K01171,8,1.0,,0.0,no positive
K01172,202,0.835821,,0.723404,
K01173,2196,0.762431,,0.625,
K01174,653,0.572438,,0.452991,
K01175,1117,0.904348,,0.840731,
K01176,3646,0.847673,,0.752852,
K01177,771,0.914474,,0.826255,
K01178,624,0.654867,,0.536585,
K01179,6605,0.763329,,0.623645,
K01180,598,0.822581,,0.766234,
K01181,2724,0.820853,,0.731288,
K01182,1165,0.87886,,0.815249,
K01183,8437,0.774345,,0.741347,
K01184,2477,0.72591,,0.674944,
K01185,2041,0.764618,,0.662252,
K01186,1306,0.685371,,0.480663,
K01187,6642,0.826546,,0.756897,
K01188,1532,0.649624,,0.637523,
K01188+K19200,11,0.666667,,,
K01189,162,1.0,,0.977778,
K01190,4531,0.821663,,0.775447,
K01191,2360,0.873786,,0.75,
K01192,1938,0.942436,,0.852843,
K01193,2930,0.846894,,0.748184,
K01194,1757,0.918429,,0.820408,
K01195,1051,0.926582,,0.84345,
K01196,452,0.960452,,0.907801,
K01197,2135,0.891892,,0.848855,
K01198,2252,0.699894,,0.622951,
K01199,139,0.857143,,0.8,
K01200,979,0.828431,,0.795699,
K01201,1897,0.920056,,0.863309,
K01202,321,0.93913,,0.934579,
K01203,79,0.846154,,0.769231,
K01204,555,0.824,,0.794393,
K01205,798,0.934169,,0.881356,
K01206,4214,0.949375,,0.888248,
K01207,4975,0.934217,,0.890331,
K01208,1420,0.837037,,0.82381,
K01209,2057,0.888021,,0.816129,
K01210,1008,0.737662,,0.591928,
K01212,168,0.730769,,0.6,
K01213,1520,0.690096,,0.548057,
K01214,2968,0.960139,,0.92,
K01215,156,0.809524,,0.755556,
K01216,89,0.827586,,0.625,
K01217,295,0.980769,,0.904762,
K01218,1006,0.810667,,0.802469,
K01219,66,0.666667,,0.615385,
K01220,83,1.0,,0.909091,
K01222,941,0.949062,,0.913183,
K01223,2762,0.974074,,0.905812,
K01224,720,0.920962,,0.888889,
K01225,238,0.988764,,0.888889,
K01226,623,0.935065,,0.92228,
K01227,614,0.9,,0.847826,
K01227+K10767,1,1.0,,,
K01228,593,0.955752,,0.920455,
K01229,314,0.966102,,0.873786,
K01230,1130,0.896882,,0.889503,
K01231,614,0.960699,,0.892655,
K01232,208,0.941176,,0.870968,
K01233,338,0.757282,,0.690476,
K01235,611,0.97541,,0.93401,
K01236,1645,0.981424,,0.931459,
K01237,39,1.0,,0.5,
K01238,160,0.878788,,0.693878,
K01239,417,0.608696,,0.62069,
K01240,299,0.842105,,0.767123,
K01241,856,0.991098,,0.941176,
K01242,411,0.923077,,0.842975,
K01243,3020,0.87457,,0.858116,
K01244,151,1.0,,1.0,
K01245,301,0.869565,,0.746988,
K01246,4365,0.971395,,0.896053,
K01247,2895,0.901536,,0.849498,
K01250,118,0.647059,,0.48,
K01251,2697,0.978199,,0.923977,
K01252,338,0.885496,,0.823529,
K01253,394,0.783217,,0.601942,
K01254,862,0.898072,,0.857143,
K01255,5415,0.987424,,0.940778,
K01256,4064,0.929889,,0.839645,
K01257,158,0.983607,,0.88,
K01258,2403,0.938947,,0.909825,
K01259,3375,0.835955,,0.765005,
K01260,115,0.909091,,0.88,
K01261,167,0.617647,,0.407407,
K01262,6787,0.79085,,0.757305,
K01264,102,0.711111,,0.758621,
K01265,8075,0.981191,,0.93451,
K01266,1058,0.917051,,0.883041,
K01267,537,0.872549,,0.835616,
K01268,107,1.0,,0.827586,
K01269,452,0.913978,,0.90411,
K01270,1276,0.973523,,0.930851,
K01271,319,0.976,,0.929293,
K01273,4212,0.926521,,0.878118,
K01274,178,0.923077,,0.740741,
K01275,358,0.929134,,0.830189,
K01276,249,0.952381,,0.8,
K01277,639,0.964427,,0.861702,
K01278,2329,0.506472,,0.452536,
K01279,831,0.972136,,0.868526,
K01280,390,0.980892,,0.921739,
K01281,526,0.92093,,0.828025,
K01282,142,0.851852,,0.864865,
K01283,1487,0.866116,,0.840517,
K01284,1834,0.922426,,0.887719,
K01285,1130,0.910314,,0.863388,
K01286,3385,0.66067,,0.554713,
K01288,410,0.953642,,0.888889,
K01290,51,0.5,,0.230769,
K01291,236,0.878788,,0.833333,
K01292,113,0.976744,,0.969697,
K01293,276,0.953271,,0.906667,
K01294,202,0.901408,,0.75,
K01295,1581,0.942149,,0.904167,
K01296,385,0.909091,,0.820513,
K01297,2340,0.90758,,0.863517,
K01298,603,0.444444,,0.364641,
K01299,1440,0.96831,,0.868009,
K01300,193,0.953846,,0.84058,
K01301,1419,0.851724,,0.77707,
K01302,808,0.638298,,0.639731,
K01303,630,0.877049,,0.834951,
K01304,2085,0.933962,,0.882096,
K01305,413,0.940476,,0.94964,
K01306,122,0.909091,,0.7,
K01307,989,0.955381,,0.907407,
K01308,372,0.903704,,0.780952,
K01309,790,0.958621,,0.877828,
K01310,809,0.60396,,0.662069,
K01311,223,0.816327,,0.782609,
K01312,4957,0.586695,,0.443315,
K01313,220,0.96,,0.836364,
K01314,345,0.848921,,0.791209,
K01315,308,0.690476,,0.602151,
K01316,280,0.978723,,0.857143,
K01317,511,0.83871,,0.845638,
K01318,205,0.157895,,0.27027,
K01319,283,0.898876,,0.675325,
K01320,320,0.912281,,0.734177,
K01321,392,0.910256,,0.762887,
K01322,2816,0.898396,,0.793388,
K01323,79,0.758621,,0.583333,
K01324,258,0.457143,,0.571429,
K01325,189,0.842105,,0.864865,
K01326,490,0.845528,,0.756757,
K01327,76,1.0,no negative,0.923077,
K01328,109,0.972973,no negative,0.869565,
K01329,157,0.826087,,0.666667,
K01330,223,0.902439,,0.833333,
K01331,156,0.903226,,0.826087,
K01332,205,0.805556,,0.92,
K01333,285,0.990991,,0.931818,
K01334,214,0.927536,,0.830189,
K01335,297,0.959184,,0.853659,
K01336,307,0.614035,,0.484211,
K01337,300,0.672566,,0.515152,
K01338,4115,0.959752,,0.907367,
K01339,4,0.0,no positive,0.0,no positive
K01340,121,0.909091,,0.774194,
K01341,153,0.983051,,0.809524,
K01342,412,0.471698,,0.4,
K01343,182,0.985507,,0.862745,
K01344,242,0.953488,,0.80597,
K01345,304,0.912621,,0.905263,
K01346,713,0.757576,,0.708333,
K01347,74,0.952381,,0.75,
K01348,281,0.963636,,0.770833,
K01349,524,0.77707,,0.671429,
K01350,67,1.0,,0.857143,
K01351,15,0.8,,0.571429,
K01352,462,0.923077,,0.772414,
K01353,835,0.727811,,0.540925,
K01354,2023,0.969773,,0.878505,
K01355,35,0.727273,,0.75,
K01356,3516,0.832685,,0.781982,
K01357,270,0.948454,,0.891892,
K01358,5815,0.974558,,0.951376,
K01359,374,0.844444,,0.792453,
K01360,202,0.923077,,0.909091,
K01361,239,0.666667,,0.610169,
K01362,275,0.844444,,0.83871,
K01363,1051,0.892388,,0.779456,
K01364,4,0.0,,1.0,no negative
K01365,1951,0.717881,,0.668666,
K01366,371,0.926471,,0.910714,
K01367,387,0.828571,,0.62963,
K01368,420,0.870968,,0.843137,
K01369,954,0.983516,,0.892617,
K01370,345,0.867647,,0.743802,
K01371,295,0.636364,,0.62963,
K01372,1115,0.918182,,0.845679,
K01373,757,0.888031,,0.842105,
K01374,348,0.968254,,0.888889,
K01375,32,0.181818,,0.0,no positive
K01376,466,0.954023,,0.923077,
K01377,368,0.935252,,0.831858,
K01378,123,0.894737,,0.823529,
K01379,1150,0.706161,,0.615385,
K01380,151,0.981132,,0.952381,
K01381,337,0.464286,,0.461538,
K01382,306,0.863158,,0.75,
K01383,16,0.5,,0.0,
K01384,236,0.831461,,0.833333,
K01385,5,0.0,,0.5,
K01387,362,0.929134,,0.882353,
K01388,144,0.763636,,0.8,
K01389,229,0.65,,0.727273,
K01390,36,1.0,,0.857143,
K01392,286,0.930693,,0.780488,
K01393,96,0.9375,,0.823529,
K01394,210,0.6875,,0.628571,
K01395,307,0.982143,,0.956522,
K01396,42,0.444444,,0.333333,
K01397,172,0.896552,,0.846154,
K01398,67,1.0,no negative,0.956522,
K01399,36,0.461538,,0.4,
K01400,394,0.622517,,0.44898,
K01401,41,1.0,,0.933333,
K01402,66,1.0,,0.941176,
K01403,212,1.0,,0.864865,
K01404,175,0.830769,,0.75,
K01405,45,0.941176,,1.0,
K01406,1400,0.338549,,0.293725,
K01407,177,0.985075,,0.941176,
K01408,866,0.863905,,0.811245,
K01409,1215,0.949891,,0.902375,
K01410,593,0.977169,,0.888889,
K01411,551,0.920792,,0.832215,
K01412,667,0.96,,0.852632,
K01413,75,0.928571,,0.777778,
K01414,1637,0.905229,,0.86653,
K01415,1105,0.648855,,0.52381,
K01415+K22857,21,0.5,,,
K01416,308,0.955752,,0.699029,
K01417,381,0.741176,,0.622222,
K01419,1539,0.985413,,0.964664,
K01420,2676,0.846071,,0.74553,
K01421,2179,0.87191,,0.782486,
K01422,50,0.909091,,0.714286,
K01423,1019,0.814815,,0.783699,
K01424,3972,0.944984,,0.882838,
K01425,2423,0.914224,,0.876747,
K01426,8292,0.7915,,0.746988,
K01427,237,0.988506,,0.953846,
K01428,1192,0.991632,,0.927739,
K01429,1518,0.98,,0.935652,
K01430,930,0.99726,,0.942149,
K01431,729,0.959108,,0.913793,
K01432,450,0.890173,,0.774648,
K01433,2816,0.995483,,0.953271,
K01434,2175,0.946619,,0.829346,
K01435,258,0.931818,,0.857143,
K01436,366,0.779412,,0.684685,
K01437,251,0.879121,,0.80597,
K01438,2981,0.85913,,0.804374,
K01439,4678,0.805654,,0.714801,
K01440,53,0.6,,0.461538,
K01441,357,0.944882,,0.868687,
K01442,303,0.712121,,0.659341,
K01443,3971,0.963338,,0.908555,
K01444,1008,0.937028,,0.890282,
K01446,1458,0.816092,,0.771028,
K01447,488,0.542373,,0.649123,
K01448,7571,0.900795,,0.857018,
K01449,918,0.619647,,0.478571,
K01451,436,0.587629,,0.617647,
K01452,89,0.722222,,0.538462,
K01453,23,0.6,,0.857143,
K01455,679,0.878229,,0.747475,
K01456,622,0.896861,,0.895028,
K01457,1051,0.948509,,0.905537,
K01458,758,0.925676,,0.874016,
K01459,198,0.95122,,0.912281,
K01460,69,1.0,no negative,0.909091,
K01461,24,0.666667,no negative,1.0,no negative
K01462,7783,0.962101,,0.92,
K01463,1204,0.701403,,0.640777,
K01464,1853,0.957265,,0.8726,
K01465,6886,0.936699,,0.839302,
K01465+K02823,1,0.0,no negative,,
K01466,1424,0.942085,,0.897025,
K01467,812,0.774411,,0.717391,
K01468,2495,0.957576,,0.92399,
K01469,1362,0.981413,,0.935622,
K01470,2396,0.925965,,0.869221,
K01473,1979,0.909548,,0.892966,
K01474,1838,0.947658,,0.858144,
K01475,43,0.666667,,0.666667,
K01476,2515,0.945752,,0.901639,
K01477,923,0.930636,,0.888889,
K01478,1170,0.925439,,0.858934,
K01479,1320,0.893058,,0.907834,
K01480,2034,0.852977,,0.802097,
K01480+K27683,40,1.0,,,
K01481,575,0.92823,,0.859375,
K01482,829,0.923077,,0.841751,
K01483,862,0.866242,,0.825911,
K01484,569,1.0,no negative,0.930481,
K01485,1416,0.74772,,0.849673,
K01486,1779,0.988732,,0.90873,
K01487,2761,0.927536,,0.855856,
K01488,2410,0.850052,,0.834254,
K01489,4575,0.972793,,0.947059,
K01490,866,0.994012,,0.933333,
K01491,4509,0.967457,,0.892256,
K01492,66,1.0,,0.9,
K01493,2340,0.948746,,0.850129,
K01494,2012,0.920378,,0.814691,
K01495,4189,0.976857,,0.94094,
K01496,2489,0.974773,,0.918803,
K01497,1799,0.950635,,0.872611,
K01498,23,1.0,no negative,0.727273,
K01499,317,0.992126,,0.910891,
K01500,548,0.836207,,0.743902,
K01501,1281,0.91498,,0.810959,
K01505,313,0.934579,,0.926829,
K01506,280,0.831858,,0.776471,
K01507,3651,0.908559,,0.861378,
K01509,280,0.933333,,0.813187,
K01510,982,0.922652,,0.783172,
K01511,517,0.921569,,0.890173,
K01512,4166,0.947172,,0.88518,
K01513,628,0.880658,,0.821622,
K01514,643,0.91358,,0.693878,
K01515,3758,0.805538,,0.768987,
K01516,7,0.666667,,0.5,
K01517,423,0.875817,,0.848,
K01518,537,0.881517,,0.865854,
K01519,5530,0.969557,,0.924422,
K01520,4674,0.944234,,0.894672,
K01521,360,0.878788,,0.773585,
K01522,511,0.917647,,0.832215,
K01523,1930,0.858561,,0.888889,
K01524,5725,0.963929,,0.921684,
K01525,1258,0.99002,,0.870588,
K01526,148,1.0,,0.909091,
K01527,522,0.959596,,0.928962,
K01528,404,0.735484,,0.727273,
K01529,699,0.918728,,0.76699,
K01529+K02201,18,1.0,no negative,,
K01530,2922,0.960971,,0.873865,
K01531,1218,0.979079,,0.95082,
K01532,97,0.947368,,0.896552,
K01533,3039,0.900441,,0.88913,
K01534,4112,0.926506,,0.872253,
K01535,974,0.938338,,0.925081,
K01536,280,0.990654,no negative,0.857143,
K01537,5292,0.903134,,0.830691,
K01538,100,0.875,,0.727273,
K01539,856,0.925926,,0.863309,
K01540,1510,0.958124,,0.848361,
K01542,38,1.0,,0.666667,
K01543,108,0.878049,,0.833333,
K01544,55,0.818182,,0.727273,
K01545,124,0.35,,0.275862,
K01546,1859,0.991848,,0.954955,
K01547,1616,0.99844,,0.975265,
K01548,2421,0.986444,,0.850412,
K01549,129,0.90566,,0.8,
K01551,2232,0.864143,,0.894811,
K01552,2672,0.957102,,0.863469,
K01552+K16924,12,0.5,,,
K01554,843,0.951807,,0.885813,
K01555,1691,0.992413,,0.92437,
K01556,2236,0.928974,,0.904422,
K01557,479,0.949153,,0.716667,
K01558,197,0.881356,,0.88,
